DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5000	P5010	P5016	P5016S5	P5016S6	P5016S2	P5016S3	P5016S4	P5666	P8526	P5022	P5024	P5030	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU	LLAVEHOG	FEX_C
5003978	1	1	591	1	4	3						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	6	1		4	2		1	3	106916.666666667	106916.666666667	35638.8888888889	0	50039781	386.665982313623
5003979	1	1	591	1	4	2						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	1	2	2	2	1	1	2	1		2	2		2	2	0	0	0	0	50039791	293.985080461986
5003981	1	1	591	1	4	2				1	1		1	1	1	1	1	1	1		1	1	1	1	1				1	1	1	2	2	2	2	1	2	6	1		2	2		1	4	2530000	2530000	632500	0	50039811	430.45985310543
5003982	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	2	2	1		4	2		1	2	1070000	1070000	535000	0	50039821	292.593517971065
5003983	1	1	591	1	4	1						1	1	1	1	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	1	0	0	0	0	50039831	308.882293174318
5003984	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1	1	1						1	1	1	2	2	2	2	1	2	1	1		2	2		2	3	660000	660000	220000	0	50039841	388.876271694473
5003988	1	1	591	1	8	2						1	1	1	2	2	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	4	0	0	0	0	50039881	229.084363170747
5003989	1	1	591	1	3	1			1		1		1	1	1	1	1	1	1		1	1	1	1					1	1	1	1	2	2	2	1	1	2	1		2	2		2	2	800000	800000	400000	0	50039891	293.985080461986
5003990	1	1	591	1	5	3						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	6	1		2	2		2	3	1600000	1600000	533333.333333333	0	50039901	318.482551992208
5003991	1	1	591	1	2	1						1	2	2	1	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	2	1	2	1		4	1	6	2	4	1080000	1080000	270000	0	50039911	412.971172620431
5003992	1	1	591	1	6	3						1	2	2	1	1	1	5	1			1							1	1	1	2	2	2	2	2	1	2	1		4	1	6	2	5	2650000	2650000	530000	0	50039921	249.693804411355
5003995	1	1	591	1	3	1						1	2	2	2	1	1	4	1		1	1	1	1		1			2	1	2	2	2	2	2	2	1	1	1		4	2		2	1	880000	880000	880000	0	50039951	281.751869413864
5003999	1	1	591	1	8	4			1				2	2	2	1	1	4	1		1	1	1	1					2	1	1	1	1	2	2	2	2	1	1		6	1	4	2	8	2100000	2100000	262500	0	50039991	414.738061710546
5004001	1	1	591	1	4	1						1	2	1	2	1	1	1	2										1	2	2	2	2	2	2	1	1	2	1		4	2		2	1	100000	100000	100000	0	50040011	234.519530187203
5004002	1	1	591	1	5	3						1	2	1	2	1	1	1	2										1	1	1	1	2	2	2	1	1	2	1		4	2		2	3	250000	250000	83333.3333333333	0	50040021	285.798082913875
5004003	1	1	591	1	3	2						1	2	1	2	1	1	1	2										1	1	2	2	2	2	2	1	1	2	1		4	2		2	4	760000	760000	190000	0	50040031	594.605019532996
5004004	1	1	591	1	4	2						1	2	1	2	1	1	1	2										1	1	1	2	2	2	2	1	1	2	1		4	2		2	2	250000	250000	125000	0	50040041	157.301734432398
5004005	1	1	591	1	5	3						1	2	1	1	1	1	1	2										2	2	2	2	2	2	2	1	1	1	1		4	2		2	1	200000	200000	200000	0	50040051	281.751869413864
5004006	1	1	591	1	3	1						1	2	2	2	1	1	4	1		1	1	1	1		1			2	2	2	2	2	2	2	6		1	1		6	2		2	1	155000	155000	155000	0	50040061	284.069599938875
5004008	1	1	591	1	3	1						1	2	1	2	1	1	1	2										1	2	2	2	2	2	2	1	1	1	1		4	2		2	1	200000	200000	200000	0	50040081	234.519530187203
5004009	1	1	591	1	5	1						1	1	1	2	1	1	1	2										1	1	1	1	1	2	2	1	1	2	1		4	1	6	2	1	325000	325000	325000	0	50040091	234.519530187203
5004010	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	2	1		4	2		2	4	490000	490000	122500	0	50040101	529.952924248968
5004012	1	1	591	1	3	2						1	2	1	2	1	1	1	2										1	1	1	1	2	2	2	1	1	2	1		4	1	6	2	2	8333.33333333333	8333.33333333333	4166.66666666667	0	50040121	271.610435984762
5004013	1	1	591	1	4	2						1	2	2	2	1	1	6	1		1	1	1	1		1			2	1	1	2	2	2	2	2	1	2	1		6	2		2	3	1030000	1030000	343333.333333333	0	50040131	191.703528081546
5004016	1	1	591	1	3	1						1	2	3	1	1	1	4	2										1	1	1	2	2	2	2	2	1	1	1		4	1	6	2	1	680000	680000	680000	0	50040161	281.751869413864
5004019	1	1	591	1	4	2			1				2	2	1	1	1	6	2										1	1	1	2	2	2	2	2	1	1	1		6	2		2	2	813333.333333333	813333.333333333	406666.666666667	0	50040191	201.667930736271
5004021	1	1	591	1	5	4			1				2	2	1	1	1	4	1			1							1	1	1	2	2	2	2	2	1	1	1		4	1	6	2	9	3138000	3138000	348666.666666667	0	50040211	157.301734432398
5004022	1	1	591	1	4	2						1	2	2	1	1	1	4	1		1	1	1	1		1			2	1	1	2	1	2	2	6		2	1		4	1	6	2	4	515000	515000	128750	0	50040221	165.370559387136
5004024	1	1	591	1	4	3						1	2	2	2	1	1	4	2										1	1	1	2	2	2	2	2	1	1	1		4	1	6	2	6	780000	780000	130000	0	50040241	457.517431820632
5004025	1	1	591	1	5	3						1	2	2	1	1	1	4	1		1	1	1	1					1	1	2	2	2	2	2	1	2	2	1		6	2		2	4	1436666.66666667	1436666.66666667	359166.666666667	0	50040251	359.220202637249
5004028	1	1	591	1	3	2						1	2	4	2	2	2	3	2										1	1	2	2	2	2	2	6		1	1		6	1	4	2	4	1208333.33333333	1208333.33333333	302083.333333333	0	50040281	157.301734432398
5004028	2	1	591	2	1	1						1	2	4	2	1	2	3	2										1	1	1	2	2	2	2	6		1	2		6	1	4	2	3	600000	600000	200000	0	50040282	157.301734432398
5004029	1	1	591	1	5	3						1	2	2	2	1	1	4	2										1	1	1	2	2	2	2	6		1	1		6	2		2	6	817500	817500	136250	0	50040291	482.758991137423
5004030	1	1	591	1	3	2						1	2	4	2	1	1	3	2										1	1	1	2	2	2	2	6		1	1		4	1	6	2	3	713333.333333333	713333.333333333	237777.777777778	0	50040301	315.39700331322
5004032	1	1	591	1	3	2				1	1		2	4	1	1	1	4	2										2	1	1	2	2	2	2	6		1	1		6	2		2	2	1235000	1235000	617500	0	50040321	318.649682364807
5004035	1	1	591	1	3	1						1	2	6				3	2										2	2	2	2	2	2	2	6		1	1		6	2		2	1	0	0	0	0	50040351	281.751869413864
5004036	1	1	591	1	5	1						1	2	2	2	1	1	4	1		1		1	1					1	1	1	2	2	2	2	1	2	2	1		6	2		2	2	600000	600000	300000	0	50040361	203.985661261282
5004037	1	1	591	1	2	1						1	2	2	2	1	1	4	1		1		1						2	1	2	2	1	2	2	1	2	2	1		6	2		2	2	149333.333333333	149333.333333333	74666.6666666667	0	50040371	224.555127532478
5004039	1	1	591	1	3	2						1	1	2	1	1	1	2	2										1	1	2	2	1	2	2	6		2	1		2	1	6	2	6	1700000	1700000	283333.333333333	0	50040391	444.093984614357
5004043	1	1	591	1	4	2			1				1	3	1	1	1	4	2										1	1	1	2	2	2	2	6		1	1		2	1	6	2	4	980000	980000	245000	0	50040431	181.755187499059
5004044	1	1	591	1	2	1						1	1	6				3	2										1	1	1	1	2	2	2	6		2	2		4	2		2	3	616666.666666667	616666.666666667	205555.555555556	0	50040441	245.454498064728
5004046	1	1	591	1	3	1						1	1	4	2	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	6		2	1		2	1	6	2	2	875000	875000	437500	0	50040461	318.842775211422
5004048	1	1	591	1	3	1						1	1	4	2	1	1	4	2										1	1	1	2	2	2	2	6		2	1		2	1	6	2	3	1000000	1000000	333333.333333333	0	50040481	486.359449767126
5004050	1	1	591	1	4	3						1	1	4	2	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	6		2	1		4	1	6	2	8	1683333.33333333	1683333.33333333	210416.666666667	0	50040501	629.206937729592
5004051	1	1	591	1	3	2						1	2	4	1	1	1	2	2										1	1	1	2	2	2	2	6		1	1		4	1	6	2	2	691666.666666667	691666.666666667	345833.333333333	0	50040511	307.941649910577
5004053	1	1	591	1	3	1						1	1	1	1	1	1	1	1		1	1	1	1	1	1			1	1	1	1	1	2	2	1	1	4	1		2	2		1	1	350000	350000	350000	0	50040531	266.704483949923
5004055	1	1	591	1	5	2						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	1	2	2	2	2	1	1	2	1		2	2		1	4	712500	712500	178125	0	50040551	422.197774715484
5004059	1	1	591	1	3	2						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	5	0	0	0	0	50040591	345.597588260846
5004060	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	1	1		2	2		2	3	689000	689000	229666.666666667	0	50040601	388.876271694473
5004061	1	1	591	1	5	4						1	1	1	2	1	1	1	1		1	1	1	1					1	2	2	2	2	2	2	1	2	1	1		2	2		2	5	2041000	2041000	408200	0	50040611	377.473572790629
5004063	1	1	591	1	3	2			1				2	1	2	1	1	3	2										1	1	2	2	2	2	2	2	2	2	1		4	1	6	2	6	900000	900000	150000	0	50040631	534.192230595594
5004064	1	1	591	1	6	4						1	2	3	1	1	1	4	1		1	1	1	1					1	1	1	2	2	2	1	2	1	1	1		4	1	6	2	6	1514000	1514000	252333.333333333	0	50040641	403.76646183745
5004065	1	1	591	1	5	3						1	2	2	2	1	1	4	1		1		1	1					2	2	2	2	2	2	2	6		2	1		6	2		2	3	228500	228500	76166.6666666667	0	50040651	345.032555708136
5004066	1	1	591	1	4	2			1				2	2	2	1	2	4	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	2	1		4	2		2	5	1225000	1225000	245000	0	50040661	349.271862054763
5004067	1	1	591	1	4	3						1	2	4	1	1	1	3	2										1	1	2	2	2	2	2	6		1	1		4	1	6	2	5	900000	900000	180000	0	50040671	366.675556039891
5004068	1	1	591	1	3	1			1				2	2	2	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	2	1		6	2		2	2	3500000	3500000	1750000	0	50040681	203.985661261282
5004069	1	1	591	1	4	3						1	2	3	1	1	1	4	2										1	1	1	2	2	2	2	2	1	2	1		4	1	6	2	4	1780000	1780000	445000	0	50040691	208.224967607909
5004071	1	1	591	1	4	2							2	2	2	1	1	4	1		1	1	1	1		1			2	2	2	2	2	2	2	6		2	1		6	1	4	2	2	3700000	3700000	1850000	0	50040711	201.667930736271
5004072	1	1	591	1	3	2							2	6				4	1		1	1	1	1					2	2	2	2	2	2	2	6		1	2		4	2		2	6	853000	853000	142166.666666667	0	50040721	629.206937729592
5004073	1	1	591	1	7	1						1	2	1	2	1	1	4	1			1	1	1					1	1	2	2	1	2	2	6		2	1		6	2		2	2	1880000	1880000	940000	0	50040731	157.301734432398
5004074	1	1	591	1	8	3		1					2	1	2	1	2	5	1		1			1					1	1	2	1	2	2	2	6		2	1		6	2		2	2	850000	850000	425000	0	50040741	368.199752116479
5004075	1	1	591	1	4	1			1				2	2	2	1	1	4	2										1	1	2	2	2	2	2	6		2	1		6	2		2	1	200000	200000	200000	0	50040751	157.301734432398
5004076	1	1	591	1	5	4						1	2	2	2	1	1	4	2										1	1	2	2	2	2	2	6		1	1		6	2		2	2	0	0	0	0	50040761	157.301734432398
5004077	1	1	591	1	2	1						1	2	2	2	1	1	4	1		1		1						1	2	2	1	2	2	2	6		1	4		6	2		2	1	1100000	1100000	1100000	0	50040771	284.069599938875
5004078	1	1	591	1	3	1						1	2	2	2	1	1	4	1		1		1	1					2	2	2	2	2	2	2	6		1	1		6	2		2	1	500000	500000	500000	0	50040781	281.751869413864
5004079	1	1	591	1	4	3						1	1	1	2	1	1	1	1		1	1	1						1	1	1	2	2	2	2	1	1	2	1		2	2		1	3	0	0	0	0	50040791	279.906594639584
5004080	1	1	591	1	5	3						1	1	1	2	2	1	1	1		1	1	1			1			1	1	1	2	2	1	2	1	2	1	1		2	2		2	3	1733333.33333333	1733333.33333333	577777.777777778	0	50040801	362.222466783708
5004081	1	1	591	1	6	5						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	6	0	0	0	0	50040811	442.27040130417
5004082	1	1	591	1	3	2						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	4	0	0	0	0	50040821	422.197774715484
5004083	1	1	591	1	5	3						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	4	0	0	0	0	50040831	373.979058982142
5004084	1	1	591	1	4	2						1	2	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	2	2	1		4	2		2	6	1417000	1417000	236166.666666667	0	50040841	733.350342096088
5004085	1	1	591	1	3	2						1	2	1	2	1	1	1	2										1	1	1	2	1	2	2	1	2	6	1		4	1	6	2	6	1380000	1380000	230000	0	50040851	422.94642758396
5004086	1	1	591	1	1	1						1	2	1	2	1	2	1	2										1	1	2	2	2	2	2	1	2	6	5	2				2	1	200000	200000	200000	0	50040861	563.403112479493
5004087	1	1	591	1	1	1						1	2	1	2	1	2	1	2										1	1	1	2	2	2	2	1	2	6	5	2				2	1	200000	200000	200000	0	50040871	563.403112479493
5004088	1	1	591	1	2	1						1	2	1	1	1	2	1	2										2	1	1	2	1	2	2	1	2	2	1		4	2		2	3	616666.666666667	616666.666666667	205555.555555556	0	50040881	442.295361582114
5004089	1	1	591	1	4	3				1	1		2	1	1	1	1	1	2										1	1	1	2	1	2	2	1	2	1	1		4	1	6	2	3	505000	505000	168333.333333333	0	50040891	476.408330271078
5004090	1	1	591	1	4	3						1	2	1	1	1	1	1	2										1	1	1	2	1	2	2	1	2	1	1		4	1	6	2	4	1042500	1042500	260625	0	50040901	557.900909045544
5004091	1	1	591	1	4	2			1				2	2	2	1	1	1	2										2	1	1	2	1	2	2	1	2	1	1		4	2		2	3	1050000	1050000	350000	0	50040911	548.125353220216
5004092	1	1	591	1	2	1			1				2	1	1	1	1	1	2										1	1	1	2	1	2	2	1	2	2	1		4	2		2	2	1550000	1550000	775000	0	50040921	573.652707920792
5004094	1	1	591	1	2	2			1				2	1	1	1	1	1	2										1	1	2	2	2	2	2	1	2	2	3		4	2		2	1	183333.333333333	183333.333333333	183333.333333333	0	50040941	457.015691021717
5004095	1	1	591	1	2	1			1				2	1	2	1	1	1	2										1	1	1	2	1	2	2	1	2	1	1		4	2		2	1	325000	325000	325000	0	50040951	457.015691021717
5004096	1	1	591	1	2	1						1	2	1	2	1	1	1	1				1	1					1	1	1	2	2	2	2	1	2	2	1		4	2		2	1	950000	950000	950000	0	50040961	598.069356985075
5004097	1	1	591	1	4	2						1	2	1	1	1	1	1	2										1	1	1	2	1	2	2	1	2	1	1		4	1	6	2	4	419166.666666667	419166.666666667	104791.666666667	0	50040971	582.410015268402
5004098	1	1	591	1	3	1				1	1		2	1	1	1	1	1	2										1	1	1	2	1	2	2	1	2	1	1		4	2		2	1	800000	800000	800000	0	50040981	459.400224959689
5004099	1	1	591	1	5	2				1	1		2	1	2	1	1	1	2										1	1	1	2	1	2	2	1	2	3	1		4	2		2	3	1114500	1114500	371500	0	50040991	465.480761581039
5004101	1	1	591	1	3	1					1		2	1	1	1	1	1	1					1					1	1	2	2	2	1	2	1	2	2	1		4	2		2	2	400000	400000	200000	0	50041011	576.329478647052
5004102	1	1	591	1	5	1						1	2	1	1	1	1	1	2										1	1	2	2	1	2	2	1	2	6	1		4	1	6	2	1	500000	500000	500000	0	50041021	598.069356985075
5004103	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	1	1	2	1	2	2	1	2	1	1		4	1	6	1	1	1300000	1300000	1300000	0	50041031	563.403112479493
5004104	1	1	591	1	4	2						1	2	1	2	1	1	1	2										1	1	1	2	2	2	2	1	2	4	1		4	2		2	2	464166.666666667	464166.666666667	232083.333333333	0	50041041	501.37825515198
5004105	1	1	591	1	2	1				1	1		2	1	1	1	1	1	1		1		1						1	1	1	2	1	2	2	1	2	1	1		4	2		2	2	550000	550000	275000	0	50041051	632.061782244974
5004106	1	1	591	1	2	1						1	2	1	1	1	1	1	1		1		1	1					1	1	2	2	2	2	2	1	2	1	1		4	2		2	1	500000	500000	500000	0	50041061	459.400224959689
5004108	1	1	591	1	6	4				1	1		1	1	1	1	1	1	2										1	1	1	1	1	2	2	1	1	1	1		2	2		1	5	1058333.33333333	1058333.33333333	211666.666666667	0	50041081	361.31980385191
5004110	1	1	591	1	2	1						1	2	3	1	1	1	1	2										1	1	2	2	2	2	1	3		6	1		4	2		2	4	5800000	5800000	1450000	0	50041101	402.260956319717
5004111	1	1	591	1	4	3			1		1		2	1	1	2	1	1	2										1	1	1	2	2	1	2	3		1	1		4	2		2	4	7928333.33333333	7928333.33333333	1982083.33333333	0	50041111	377.269625008316
5004112	1	1	591	1	1	1						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	3		1	2		4	2		2	8	1194166.66666667	1194166.66666667	149270.833333333	0	50041121	955.908630844055
5004113	1	1	591	1	4	3			1	1	1		2	2	1	2	1	1	2										1	1	2	1	2	1	2	10		6	1		4	2		2	3	2280000	2280000	760000	0	50041131	887.629442926622
5004114	1	1	591	1	4	2						1	2	1	1	2	1	1	2										1	1	1	1	2	1	1	3		4	1		4	2		2	3	1390000	1390000	463333.333333333	0	50041141	887.629442926622
5004115	1	1	591	1	3	2						1	2	1	1	2	1	1	2										1	1	1	2	2	1	1	3		6	1		4	2		2	6	5900000	5900000	983333.333333333	0	50041151	705.725159580178
5004117	1	1	591	1	1	1						1	2	1	2	1	2	1	2										1	1	2	2	2	2	2	10		6	5	2				2	1	0	0	0	0	50041171	401.239431332581
5004118	1	1	591	1	2	2			1				1	1	2	1	1	1	2										1	1	2	2	2	2	2	10		6	1		2	2		2	4	390000	390000	97500	0	50041181	828.880118315855
5004120	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	2	2	1	1	1	1	1	1		2	2		2	3	360000	360000	120000	0	50041201	468.54368103057
5004121	1	1	591	1	2	1						1	1	1	1	1	2	1	2										1	1	1	1	2	2	2	2	1	6	1		2	2		2	3	2455000	2455000	818333.333333333	0	50041211	828.880118315855
5004121	2	1	591	2	2	1						1	1	1	2	1	2	1	2										1	1	1	1	2	2	2	10		6	3		2	2		2	5	675000	675000	135000	0	50041212	828.880118315855
5004122	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	2	2	1	2	2	1	1	6	1		2	2		2	5	3138333.33333333	3138333.33333333	627666.666666667	0	50041221	828.880118315855
5004123	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	2	1	1	2	2	1	2	2	1		2	2		2	4	3915400	3915400	978850	0	50041231	207.220029578964
5004124	1	1	591	1	6	3						1	1	1	1	4	1	1	2										1	1	1	1	1	2	2	8		1	1		2	2		2	4	9174000	9174000	2293500	0	50041241	340.218476796978
5004125	1	1	591	1	5	2						1	1	1	1	3	1	1	2										1	1	1	1	2	2	1	8		2	1		2	2		1	3	4876666.66666667	4876666.66666667	1625555.55555556	0	50041251	207.220029578964
5004126	1	1	591	1	4	1						1	1	1	1	2	1	1	2										1	1	1	1	2	1	1	10		6	1		2	2		2	1	1000000	1000000	1000000	0	50041261	347.919640627444
5004127	1	1	591	1	4	2						1	1	1	1	1	1	1	2										1	1	2	2	1	2	2	1	2	6	1		2	2		2	3	3200000	3200000	1066666.66666667	0	50041271	207.220029578964
5004128	1	1	591	1	3	2			1				1	1	1	1	1	1	2										1	1	2	1	1	2	2	2	2	6	1		2	2		2	3	3358333.33333333	3358333.33333333	1119444.44444444	0	50041281	207.220029578964
5004129	1	1	591	1	1	1						1	2	1	1	2	2	1	2										1	1	2	2	2	2	2	1	2	6	5	2				2	1	689000	689000	689000	0	50041291	347.919640627444
5004130	1	1	591	1	1	1						1	2	1	1	2	2	1	2										2	1	2	2	1	2	2	1	1	6	5	2				2	1	200000	200000	200000	0	50041301	347.919640627444
5004131	1	1	591	1	2	1						1	1	1	1	1	1	1	2										1	1	2	1	2	2	2	10		6	1		2	2		2	1	700000	700000	700000	0	50041311	347.919640627444
5004132	1	1	591	1	4	3						1	1	1	1	3	1	1	2										1	1	1	1	2	2	2	7		2	1		2	2		2	4	9858333.33333333	9858333.33333333	2464583.33333333	0	50041321	290.494581905546
5004133	1	1	591	1	5	4				1	1		1	1	1	4	1	1	1					1					1	1	1	1	1	2	2	8		1	1		2	2		2	8	4619500	4619500	577437.5	0	50041331	828.880118315855
5004134	1	1	591	1	3	2						1	2	2	1	1	1	1	2										2	1	2	1	1	2	2	8		1	4		4	1	6	2	3	1247000	1247000	415666.666666667	0	50041341	207.220029578964
5004135	1	1	591	1	2	1						1	1	1	1	1	1	1	2										1	1	1	1	1	2	2	8		2	1		2	2		2	3	810000	810000	270000	0	50041351	442.157021986075
5004136	1	1	591	1	1	1						1	2	1	1	1	1	1	1			1	1	1	1	1			1	1	1	1	1	2	2	10		6	2		4	2		2	1	433333.333333333	433333.333333333	433333.333333333	0	50041361	735.556371866354
5004137	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	1	2	2	2	8		6	1		2	2		2	3	1000000	1000000	333333.333333333	0	50041371	207.220029578964
5004138	1	1	591	1	2	1						1	1	1	1	1	1	1	2										1	1	1	2	2	1	1	1	2	6	1		2	2		2	1	1259166.66666667	1259166.66666667	1259166.66666667	0	50041381	347.919640627444
5004139	1	1	591	1	3	3						1	1	1	1	1	1	1	2										1	1	2	1	1	2	2	8		2	1		2	2		2	5	3289000	3289000	657800	0	50041391	623.81147351567
5004140	1	1	591	1	2	1						1	2	1	1	1	1	1	1		1	1	1	1					1	1	1	1	1	1	2	1	2	2	3		4	2		2	4	400000	400000	100000	0	50041401	340.218476796978
5004142	1	1	591	1	3	2						1	1	1	1	2	1	1	1		1	1	1			1			1	1	2	2	2	2	2	7		6	1		2	2		2	3	1200000	1200000	400000	0	50041421	207.220029578964
5004143	1	1	591	1	1	1				1	1		2	1	1	1	1	1	2										1	1	1	1	2	2	2	10		6	5	2				2	2	1705166.66666667	1705166.66666667	852583.333333333	0	50041431	619.312058444438
5004144	1	1	591	1	1	1						1	2	1	2	1	2	1	2										1	1	2	2	2	2	2	1	1	6	5	2				2	2	700000	700000	350000	0	50041441	207.220029578964
5004145	1	1	591	1	3	2			1				1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	4	1		2	2		2	4	690000	690000	172500	0	50041451	357.629074276213
5004146	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	1	2	2	2	1	1	1	1		2	2		2	2	957500	957500	478750	0	50041461	197.286171443554
5004147	1	1	591	1	4	1						1	1	1	1	1	1	1	1		1		1	1					1	1	1	1	2	1	2	1	1	4	1		2	2		2	2	500000	500000	250000	0	50041471	197.286171443554
5004148	1	1	591	1	2	1						1	1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		2	2	1310000	1310000	655000	0	50041481	197.286171443554
5004149	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	1	1	1	2	2	1	1	1	1		2	2		2	5	1650000	1650000	330000	0	50041491	197.286171443554
5004150	1	1	591	1	3	2						1	1	1	1	2	1	1	2										1	1	1	1	1	2	2	1	1	1	1		2	2		2	3	1700000	1700000	566666.666666667	0	50041501	197.286171443554
5004151	1	1	591	1	3	1			1				1	1	1	1	1	1	2										1	1	2	1	1	2	2	1	1	4	1		2	2		2	2	1889000	1889000	944500	0	50041511	197.286171443554
5004152	1	1	591	1	2	1						1	1	1	1	1	1	1	2										1	1	1	1	2	2	2	1	1	1	1		2	2		2	4	1500000	1500000	375000	0	50041521	335.524545497905
5004153	1	1	591	1	3	1				1	1		2	1	1	1	1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	6	5	1				2	1	970000	970000	970000	0	50041531	331.240826520824
5004154	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	1	1	1	2	2	1	1	4	1		2	2		1	4	2343666.66666667	2343666.66666667	585916.666666667	0	50041541	335.410595098922
5004155	1	1	591	1	5	3						1	1	1	1	1	1	1	1					1					2	1	1	1	2	2	2	1	1	2	1		2	2		2	5	2650000	2650000	530000	0	50041551	641.133010306741
5004156	1	1	591	1	2	2				1	1		1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		2	3	1110000	1110000	370000	0	50041561	197.286171443554
5004157	1	1	591	1	3	2				1	1		1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	2	6	1		2	2		2	3	450000	450000	150000	0	50041571	427.770574817158
5004158	1	1	591	1	4	3						1	1	1	1	2	1	1	2										2	1	1	1	2	2	2	1	1	6	1		2	2		2	1	400000	400000	400000	0	50041581	700.294758094927
5004159	1	1	591	1	3	2			1				1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		2	4	550000	550000	137500	0	50041591	364.439058450875
5004160	1	1	591	1	3	2			1	1	1		1	1	1	1	1	1	2										1	1	1	2	1	2	2	1	1	2	1		2	2		2	3	1500000	1500000	500000	0	50041601	197.286171443554
5004161	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		2	4	630000	630000	157500	0	50041611	317.212812671311
5004162	1	1	591	1	4	2						1	1	1	1	2	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		2	3	3500000	3500000	1166666.66666667	0	50041621	197.286171443554
5004163	1	1	591	1	3	2						1	1	1	2	1	1	1	2										1	1	2	2	2	2	2	1	1	4	1		2	2		2	2	1238333.33333333	1238333.33333333	619166.666666667	0	50041631	197.286171443554
5004164	1	1	591	1	3	3						1	1	1	1	1	1	1	1				1	1					1	1	1	2	2	2	2	1	1	1	1		2	1	6	2	6	670833.333333333	670833.333333333	111805.555555556	0	50041641	625.023546769515
5004165	1	1	591	1	2	1						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		4	2		2	4	362500	362500	90625	0	50041651	738.184754502247
5004166	1	1	591	1	2	1						1	1	1	2	1	2	1	2										1	1	1	1	2	2	2	1	1	1	1		2	2		2	2	851000	851000	425500	0	50041661	197.286171443554
5004167	1	1	591	1	4	2						1	1	1	1	1	1	1	2										1	1	2	1	2	2	2	1	1	4	1		2	2		1	4	1479000	1479000	369750	0	50041671	197.286171443554
5004168	1	1	591	1	3	2			1				1	1	1	1	1	1	1				1	1	1				1	1	1	2	2	2	2	1	1	1	1		2	2		2	2	3250000	3250000	1625000	0	50041681	220.683064374976
5004169	1	1	591	1	5	3						1	1	1	1	1	1	1	2										1	1	1	2	1	2	2	1	1	6	1		2	2		2	5	1750000	1750000	350000	0	50041691	681.663222310626
5004170	1	1	591	1	2	1						1	1	1	1	1	1	1	2										1	1	1	1	2	2	2	1	1	1	1		2	2		2	2	1150000	1150000	575000	0	50041701	197.286171443554
